img_name;latitude;longitude;altitude;num_detections
image_0.jpg.JPG;39.53368978529454;2.5904810938538962;7.8034844398498535;1
image_1.jpg.JPG;39.533703300565854;2.590474721956658;8.252710342407227;1
img_name;latitude;longitude;altitude;num_detections
image_0.jpg.JPG;39.53360061787585;2.5901851323675;7.844969272613525;1
image_1.jpg.JPG;39.533703903931354;2.59047860412994;7.80283260345459;1
image_2.jpg.JPG;39.53370408859821;2.5904783066589228;8.167068481445312;1
image_3.jpg.JPG;39.53370462591768;2.590477347153196;8.229194641113281;1
image_4.jpg.JPG;39.53370459681612;2.590476231775441;8.285906791687012;1
image_5.jpg.JPG;39.53370505184927;2.5904758292696575;8.24715805053711;1
image_6.jpg.JPG;39.53370531236253;2.590475595241298;8.280045509338379;1
image_7.jpg.JPG;39.53370559743233;2.5904758736213096;8.273770332336426;1
image_8.jpg.JPG;39.53370640385966;2.5904752888583777;8.265941619873047;1
image_9.jpg.JPG;39.533706772528326;2.5904755551945953;8.26066780090332;2
image_9.jpg.JPG;39.533706772528326;2.5904755551945953;8.26066780090332;2
image_10.jpg.JPG;39.53370719009965;2.590475788888643;8.271286010742188;1
image_11.jpg.JPG;39.533707522101196;2.5904758154651546;8.268366813659668;1
image_12.jpg.JPG;39.53370809324608;2.5904754811538857;8.266279220581055;1
image_13.jpg.JPG;39.53370820257644;2.590475603574516;8.273122787475586;1
image_14.jpg.JPG;39.53370827720609;2.5904757190553944;8.261634826660156;1
image_15.jpg.JPG;39.53370854043524;2.590475947145992;8.274881362915039;1
image_16.jpg.JPG;39.53370866323822;2.5904757552788533;8.266256332397461;1
img_name;latitude;longitude;altitude;num_detections
image_0.jpg.JPG;39.53370263888488;2.5904782191230304;8.24563980102539;1
image_1.jpg.JPG;39.53370350765837;2.5904760621832277;8.272616386413574;1
image_2.jpg.JPG;39.533703711652095;2.5904756978884804;8.27336597442627;1
image_3.jpg.JPG;39.53370403562545;2.5904756762208683;8.245599746704102;1
image_4.jpg.JPG;39.533703868477225;2.590475590216546;8.269098281860352;1
img_name;latitude;longitude;altitude;num_detections
image_0.jpg.JPG;39.53370304783713;2.590475292619371;8.192075729370117;1
image_1.jpg.JPG;39.533703874538695;2.5904770065412994;8.22860050201416;1
image_2.jpg.JPG;39.533704475272884;2.590477183349844;8.218775749206543;1
image_3.jpg.JPG;39.53370436195555;2.590475930279803;8.268293380737305;1
image_4.jpg.JPG;39.533703277789094;2.5904741692137265;8.241853713989258;1
image_5.jpg.JPG;39.533742447742014;2.5904354959107443;8.270966529846191;1
image_6.jpg.JPG;39.533743876320194;2.5904340769583296;8.269420623779297;1
image_7.jpg.JPG;39.53374533808615;2.590432273382236;8.27141284942627;1
image_8.jpg.JPG;39.53378564086351;2.5903827229084047;8.271699905395508;1
image_9.jpg.JPG;39.533786959447454;2.5903809654399255;8.270520210266113;1
image_10.jpg.JPG;39.53378946539332;2.5903771960575304;8.272797584533691;1
image_11.jpg.JPG;39.53379076086315;2.590375526941374;8.271836280822754;1
image_12.jpg.JPG;39.53379208618117;2.5903737446072146;8.269697189331055;2
image_12.jpg.JPG;39.53379208618117;2.5903737446072146;8.269697189331055;2
image_13.jpg.JPG;39.533794839105276;2.5903703172633725;8.270904541015625;1
image_14.jpg.JPG;39.53379656917185;2.5903682724141204;8.270892143249512;1
image_15.jpg.JPG;39.53380034263199;2.5903630515760576;8.271491050720215;1
